2025-07-01 09:00:00 | DEPOSIT   | NÒMINA               |   +1800.00 €
2025-07-01 09:00:00 | WITHDRAW  | LLOGUER              |    -800.00 €
2025-07-01 09:00:00 | WITHDRAW  | INTERNET             |     -50.00 €
2025-07-01 09:00:00 | WITHDRAW  | ASSEGURANÇA LLAR     |     -30.00 €
2025-07-01 09:00:00 | WITHDRAW  | ASSEGURANÇA COTXE    |    -400.00 €
2025-07-05 10:35:42 | WITHDRAW  | SUPERMERCAT          |    -120.00 €
2025-07-05 17:20:48 | WITHDRAW  | COMPRES              |     -60.00 €
2025-07-12 17:15:59 | WITHDRAW  | SUPERMERCAT          |    -120.00 €
2025-07-12 18:55:13 | WITHDRAW  | COMPRES              |     -60.00 €
2025-07-14 20:45:23 | WITHDRAW  | BENZINERA            |     -50.00 €
2025-07-19 11:25:31 | WITHDRAW  | SUPERMERCAT          |    -120.00 €
2025-07-19 18:05:44 | WITHDRAW  | COMPRES              |     -60.00 €
2025-07-26 11:10:28 | WITHDRAW  | SUPERMERCAT          |    -120.00 €
2025-07-26 18:11:40 | WITHDRAW  | COMPRES              |     -60.00 €
2025-07-27 21:01:55 | WITHDRAW  | RESTAURANT           |     -35.00 €
