2025-09-01 09:00:00 | DEPOSIT   | NÒMINA               |   +1800.00 €
2025-09-01 09:00:00 | WITHDRAW  | LLOGUER              |    -800.00 €
2025-09-01 09:00:00 | WITHDRAW  | INTERNET             |     -50.00 €
2025-09-01 09:00:00 | WITHDRAW  | ASSEGURANÇA LLAR     |     -30.00 €
2025-09-06 11:25:45 | WITHDRAW  | SUPERMERCAT          |    -120.00 €
2025-09-06 18:20:13 | WITHDRAW  | COMPRES              |     -60.00 €
2025-09-08 20:33:44 | WITHDRAW  | BENZINERA            |     -50.00 €
2025-09-13 17:32:12 | WITHDRAW  | SUPERMERCAT          |    -120.00 €
2025-09-13 18:15:20 | WITHDRAW  | COMPRES              |     -60.00 €
2025-09-20 10:44:51 | WITHDRAW  | SUPERMERCAT          |    -120.00 €
2025-09-20 17:52:39 | WITHDRAW  | COMPRES              |     -60.00 €
2025-09-27 17:05:55 | WITHDRAW  | SUPERMERCAT          |    -120.00 €
2025-09-27 18:45:11 | WITHDRAW  | COMPRES              |     -60.00 €
2025-09-28 21:12:33 | WITHDRAW  | RESTAURANT           |     -35.00 €
